Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-07 09:20:00,151.25,2025-07-07 09:21:00,161.25,10.00,6.61%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),142.17,142.17,169.35,False
2025-07-07 10:14:00,150.90,2025-07-07 10:17:00,146.45,-4.45,-2.95%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),141.85,141.85,152.20,False
2025-07-07 10:32:00,150.00,2025-07-07 10:35:00,150.00,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),141.00,150.00,158.40,False
2025-07-07 11:22:00,159.60,2025-07-07 11:37:00,150.02,-9.58,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),150.02,150.02,161.40,False
2025-07-07 11:42:00,151.55,2025-07-07 11:43:00,150.15,-1.40,-0.92%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),142.46,142.46,156.55,False
2025-07-07 11:53:00,148.90,2025-07-07 12:01:00,145.05,-3.85,-2.59%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),139.97,139.97,150.45,False
2025-07-07 12:20:00,140.35,2025-07-07 12:25:00,150.35,10.00,7.13%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),131.93,140.35,152.20,False
2025-07-07 12:51:00,145.55,2025-07-07 12:56:00,142.70,-2.85,-1.96%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),136.82,136.82,148.50,False
2025-07-07 13:04:00,139.25,2025-07-07 13:12:00,149.25,10.00,7.18%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),130.89,139.25,150.85,False
2025-07-07 13:44:00,149.70,2025-07-07 13:52:00,144.20,-5.50,-3.67%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),140.72,140.72,155.70,False
2025-07-07 13:56:00,152.40,2025-07-07 14:09:00,152.40,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),143.26,152.40,161.85,False
2025-07-07 14:35:00,143.60,2025-07-07 14:41:00,140.15,-3.45,-2.40%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),134.98,134.98,145.80,False
2025-07-07 14:48:00,140.80,2025-07-07 14:49:00,140.40,-0.40,-0.28%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),132.35,132.35,141.75,False
